"ofPotentialPtswonFedExCupRegularSeason_RANKTHISWEEK_2014","ofPotentialPtswonFedExCupRegularSeason_RANKLASTWEEK_2014","ofPotentialPtswonFedExCupRegularSeason_PLAYERNAME_2014","ofPotentialPtswonFedExCupRegularSeason_EVENTS_2014","ofPotentialPtswonFedExCupRegularSeason_Pct_2014","ofPotentialPtswonFedExCupRegularSeason_POINTSWON_2014","ofPotentialPtswonFedExCupRegularSeason_POTENTIALPTS_2014","ofPotentialPtswonFedExCupRegularSeason_OFWINS_2014","ofPotentialPtswonFedExCupRegularSeason_OFTOP10S_2014","stat_name","year"
242,242,"Todd Hamilton",4,0.55,11,1900,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2014
243,243,"Fabian Gomez",4,0.53,10,1800,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2014
244,244,"Benjamin Alvarado",6,0.5,15,3000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2014
244,244,"Kris Blanks",8,0.5,19,3800,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2014
244,244,"Harrison Frazar",15,0.5,37,7300,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2014
247,247,"Jesper Parnevik",3,0.34,4,1300,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2014
248,248,"Fred Funk",8,0.25,9,3800,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2014
248,248,"Edward Loar",19,0.25,23,9100,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2014
250,250,"Brett Quigley",1,0.16,1,500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2014
251,251,"Paul Goydos",19,0.12,11,9500,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2014
252,252,"Daniel Chopra",16,0.11,9,7600,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2014
253,253,"Paul Stankowski",3,0.08,1,1100,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2014
254,254,"Chris DiMarco",7,0.03,1,3100,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2014
254,254,"Scott McCarron",12,0.03,2,5600,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2014
256,256,"Alex Aragon",18,0.02,2,8600,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2014
256,256,"Scott Verplank",12,0.02,1,6000,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2014
258,258,"Bobby Gates",14,0.01,1,6900,NA,NA,"ofPotentialPtswonFedExCupRegularSeason",2014
